data,tamponi_totali_test_effettuati,tamponi_totali_casi_diagnosticati,tamponi_totali_casi_positivi,tamponi_odierni_test_effettuati,tamponi_odierni_casi_diagnosticati,tamponi_odierni_casi_positivi,malati_totali_persone,malati_totali_provincia_pesaro_urbino,malati_totali_provincia_ancona,malati_totali_provincia_macerata,malati_totali_provincia_fermo,malati_totali_provincia_ascoli_piceno,malati_totali_provincia_extra_regione,malati_dimessi_guariti,malati_attivi_persone,malati_attivi_isolamento_domiciliare,malati_attivi_ricoverati_totali,malati_attivi_ricoverati_terapia_intensiva_totali,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_terapia_intensiva_strutture_Senigallia,malati_attivi_ricoverati_terapia_intensiva_strutture_Fermo,malati_attivi_ricoverati_terapia_intensiva_strutture_Civitanova,malati_attivi_ricoverati_terapia_intensiva_strutture_Jesi,malati_attivi_ricoverati_terapia_intensiva_strutture_Urbino,malati_attivi_ricoverati_terapia_intensiva_strutture_Camerino,malati_attivi_ricoverati_terapia_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_terapia_intensiva_strutture_Macerata,malati_attivi_ricoverati_terapia_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_semi_intensiva_totali,malati_attivi_ricoverati_semi_intensiva_strutture_Civitanova,malati_attivi_ricoverati_semi_intensiva_strutture_Camerino,malati_attivi_ricoverati_semi_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_semi_intensiva_strutture_Jesi,malati_attivi_ricoverati_semi_intensiva_strutture_Macerata,malati_attivi_ricoverati_semi_intensiva_strutture_Urbino,malati_attivi_ricoverati_semi_intensiva_strutture_Senigallia,malati_attivi_ricoverati_semi_intensiva_strutture_Fermo,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_semi_intensiva_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_totali,malati_attivi_ricoverati_post_critica_strutture_Chiaravalle,malati_attivi_ricoverati_post_critica_strutture_Galantara,malati_attivi_ricoverati_post_critica_strutture_Fossombrone,malati_attivi_ricoverati_post_critica_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_strutture_RSA_Campofilone,malati_attivi_ricoverati_post_critica_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_post_critica_strutture_INRCA_Fermo,malati_attivi_ricoverati_post_critica_strutture_OspedaleDaCampo_Jesi,malati_attivi_ricoverati_non_intensiva_totali,malati_attivi_ricoverati_non_intensiva_strutture_Fermo,malati_attivi_ricoverati_non_intensiva_strutture_Jesi,malati_attivi_ricoverati_non_intensiva_strutture_Urbino,malati_attivi_ricoverati_non_intensiva_strutture_Macerata,malati_attivi_ricoverati_non_intensiva_strutture_Senigallia,malati_attivi_ricoverati_non_intensiva_strutture_Fabriano,malati_attivi_ricoverati_non_intensiva_strutture_Camerino,malati_attivi_ricoverati_non_intensiva_strutture_Civitanova,malati_attivi_ricoverati_non_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_non_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_non_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_non_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_non_intensiva_strutture_Villa_Pini,malati_quarantena_domiciliare_totali,malati_quarantena_domiciliare_attivi_totali,malati_quarantena_domiciliare_attivi_operatori_sanitari,malati_quarantena_domiciliare_attivi_sintomatici,malati_quarantena_domiciliare_attivi_asintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_sintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ancona_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ancona_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ancona_attivi_asintomatici,malati_quarantena_domiciliare_provincia_macerata_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_macerata_attivi_sintomatici,malati_quarantena_domiciliare_provincia_macerata_attivi_asintomatici,malati_quarantena_domiciliare_provincia_fermo_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_fermo_attivi_sintomatici,malati_quarantena_domiciliare_provincia_fermo_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_asintomatici,decessi_totali_decessi,decessi_totali_sesso_maschio,decessi_totali_sesso_femmina,decessi_totali_provincia_pesaro_urbino,decessi_totali_provincia_ancona,decessi_totali_provincia_macerata,decessi_totali_provincia_fermo,decessi_totali_provincia_ascoli_piceno,decessi_totali_provincia_extra_regione,decessi_odierni_decessi
2020-07-28,163868,98242,6838,1028,607,11,6838,2783,1883,1162,476,296,238,5731,120,116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,38802,904,30,105,799,18913,425,13,84,341,11287,261,13,14,247,4385,129,2,6,123,2479,58,2,0,58,1738,31,0,1,30,987,589,398,523,214,164,65,13,8,0
2020-07-29,165056,98940,6855,1188,698,17,6855,2794,1886,1162,476,299,238,5738,130,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,0,3,1,0,38919,951,31,105,846,18964,448,19,83,365,11313,267,8,13,254,4407,144,2,4,140,2485,53,2,0,53,1750,39,0,5,34,987,589,398,523,214,164,65,13,8,0
2020-07-30,166234,99696,6863,1178,756,8,6863,2799,1886,1165,476,299,238,5746,130,124,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,1,0,39050,997,27,103,894,19006,436,15,82,354,11357,297,7,13,284,4430,157,3,4,153,2495,60,2,0,60,1762,47,0,4,43,987,589,398,523,214,164,65,13,8,0
2020-07-31,167216,100200,6884,1012,504,21,6884,2814,1892,1165,476,299,238,5750,147,141,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,4,1,0,39176,1031,26,99,932,19064,430,12,78,352,11395,322,8,15,307,4448,172,3,3,169,2500,57,2,0,57,1769,50,1,3,47,987,589,398,523,214,164,65,13,8,0
2020-08-01,167246,100767,6889,960,567,5,6889,2814,1893,1168,476,299,239,5758,144,136,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,5,1,0,39352,1034,25,86,948,19160,393,11,64,329,11433,326,8,16,310,4481,202,3,3,199,2505,61,2,0,61,1773,52,1,3,49,987,589,398,523,214,164,65,13,8,0
2020-08-02,169032,101330,6897,826,563,8,6897,2819,1893,1169,478,299,239,5763,147,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,2,0,0,1,0,0,0,0,0,0,6,2,0,39427,1038,26,84,954,19190,380,11,62,318,11462,337,9,16,321,4495,212,3,3,209,2507,61,2,0,61,1773,48,1,3,45,987,589,398,523,214,164,65,13,8,0
2020-08-03,169125,101386,6897,93,56,0,6897,2819,1893,1169,478,299,239,5770,140,127,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,9,2,0,39442,980,25,80,900,19200,364,11,58,306,11462,315,8,16,299,4495,188,3,3,185,2509,62,2,0,62,1773,51,1,3,48,987,589,398,523,214,164,65,13,8,0
2020-08-04,170279,101871,6899,1154,485,2,6899,2821,1893,1169,478,299,239,5773,139,124,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,10,2,0,39640,1095,36,83,1012,19304,422,23,61,361,11499,330,8,16,314,4520,203,3,3,200,2523,72,1,0,72,1794,68,1,3,65,987,589,398,523,214,164,65,13,8,0
2020-08-05,171452,102536,6905,1173,665,6,6905,2822,1896,1169,479,300,239,5781,137,122,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,9,3,0,39640,1095,36,83,1012,19304,422,23,61,361,11499,330,8,16,314,4520,203,3,3,200,2523,72,1,0,72,1794,68,1,3,65,987,589,398,523,214,164,65,13,8,0
2020-08-06,172676,103309,6914,1224,773,9,6914,2827,1898,1169,479,300,241,5786,141,125,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,9,4,0,40017,1235,41,129,1106,19449,433,25,102,331,11582,352,11,20,332,4616,277,3,3,274,2565,104,1,1,103,1805,69,1,3,66,987,589,398,523,214,164,65,13,8,0
2020-08-07,173725,103904,6935,1049,595,21,6935,2840,1898,1174,479,301,243,5790,158,145,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,8,3,0,40213,1323,48,136,1187,19559,496,33,106,390,11615,352,11,21,331,4645,293,3,4,289,2571,103,0,2,101,1823,79,1,3,76,987,589,398,523,214,164,65,13,8,0
2020-08-08,175022,104534,6938,1297,630,3,6938,2842,1898,1174,479,302,243,5795,156,142,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14,2,0,0,0,0,1,0,0,0,0,8,3,0,40217,1325,48,138,1187,19560,498,33,107,391,11616,354,11,22,332,4645,293,3,4,289,2571,102,0,2,100,1825,78,1,3,75,987,589,398,523,214,164,65,13,8,0
2020-08-09,176282,105247,6954,1260,713,16,6954,2851,1899,1176,480,303,245,5799,168,155,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,7,4,0,40503,1370,47,144,1226,19704,508,33,107,401,11665,348,12,22,326,4688,307,1,4,303,2585,106,0,2,104,1861,101,1,9,92,987,589,398,523,214,164,65,13,8,0
2020-08-10,176830,105420,6956,548,173,2,6956,2851,1900,1177,480,303,245,5804,165,154,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,11,2,0,0,0,0,0,0,0,0,0,6,3,0,40534,1324,47,147,1177,19723,491,33,111,380,11673,343,12,21,322,4689,296,1,4,292,2585,96,0,2,94,1864,98,1,9,89,987,589,398,523,214,164,65,13,8,0
2020-08-11,177759,106017,6960,929,597,4,6960,2852,1902,1178,480,303,245,5811,162,151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,11,2,0,0,0,0,0,0,0,0,0,6,3,0,40753,1399,48,160,1239,19804,507,33,117,390,11725,360,12,22,338,4704,299,0,6,293,2595,95,0,3,92,1925,138,3,12,126,987,589,398,523,214,164,65,13,8,0
2020-08-12,178788,106614,6976,1029,597,16,6976,2855,1907,1178,480,310,246,5822,167,157,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6,2,0,40838,1390,47,176,1214,19842,510,33,125,385,11743,351,11,27,324,4708,271,0,6,265,2600,90,0,3,87,1945,168,3,15,153,987,589,398,523,214,164,65,13,8,0
2020-08-13,180090,107237,6987,1302,623,11,6987,2860,1908,1179,480,314,246,5831,169,161,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,1,0,0,0,0,0,0,0,0,0,4,3,0,40990,1435,47,191,1244,19895,520,31,129,391,11770,343,13,28,315,4726,265,0,8,257,2602,88,0,3,85,1997,219,3,23,196,987,589,398,523,214,164,65,13,8,0
2020-08-14,181370,107918,7019,1280,681,32,7019,2879,1912,1180,480,320,248,5842,190,179,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,1,0,0,0,0,0,0,0,0,0,6,3,0,41186,1462,44,195,1267,19979,518,24,129,389,11770,343,13,28,315,4763,279,3,8,271,2612,81,0,3,78,2038,251,3,25,226,987,589,398,523,214,164,65,13,8,0
2020-08-15,182505,108605,7030,1135,687,11,7030,2882,1912,1181,480,327,248,5849,194,180,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,6,0,41339,1406,42,192,1214,20021,493,22,127,366,11843,338,13,29,309,4801,254,3,9,245,2619,85,0,3,82,2055,236,4,24,212,987,589,398,523,214,164,65,13,8,0
2020-08-16,183363,109134,7035,858,529,5,7035,2883,1913,1182,481,328,248,5854,194,181,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,4,0,41358,1296,41,189,1107,20025,461,21,125,336,11847,322,13,26,296,4801,210,3,9,201,2620,71,0,3,68,2065,232,4,26,206,987,589,398,523,214,164,65,13,8,0
2020-08-17,184009,109554,7043,646,420,8,7043,2884,1913,1182,482,334,248,5861,195,182,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,4,0,41468,1274,41,189,1085,20055,398,19,118,280,11871,326,14,27,299,4810,210,3,9,201,2642,88,0,3,85,2090,252,5,32,220,987,589,398,523,214,164,65,13,8,0
2020-08-18,185136,110364,7058,1127,810,15,7058,2888,1917,1182,482,339,250,5866,205,191,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,0,41615,1295,38,190,1105,20104,404,16,122,282,11891,319,15,27,292,4827,212,3,9,203,2653,86,0,4,82,2140,274,4,28,246,987,589,398,523,214,164,65,13,8,0
2020-08-19,186776,111360,7065,1640,996,7,7065,2889,1918,1184,482,340,252,5871,207,194,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,5,0,41801,1427,56,225,1202,20157,480,16,156,324,11935,345,33,25,320,4844,217,3,9,208,2671,99,0,5,94,2194,286,4,30,256,987,589,398,523,214,164,65,13,8,0
2020-08-20,188355,112396,7078,1579,1036,13,7078,2892,1919,1186,484,344,253,5874,217,202,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,7,0,42096,1605,64,252,1353,20299,599,15,184,415,12006,374,40,26,348,4869,226,4,9,217,2692,113,0,5,108,2230,293,5,28,265,987,589,398,523,214,164,65,13,8,0
2020-08-21,190441,113688,7095,2086,1292,17,7095,2898,1920,1193,484,346,254,5876,232,218,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,6,0,42357,1715,64,276,1439,20398,623,38,204,419,12057,408,14,27,381,4911,247,4,9,238,2705,121,2,5,116,2286,316,6,31,285,987,589,398,523,214,164,65,13,8,0
2020-08-22,192099,114764,7105,1658,1076,10,7105,2903,1923,1193,485,346,255,5876,242,230,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,6,0,42465,1658,66,278,1380,20420,592,38,204,388,12096,404,14,30,374,4913,233,4,8,225,2714,126,2,5,121,2322,303,8,31,272,987,589,398,523,214,164,65,13,8,0
2020-08-23,193716,115806,7110,1617,1042,5,7110,2903,1924,1196,485,346,256,5878,245,232,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,8,0,42589,1683,68,268,1415,20431,565,37,195,370,12157,438,14,27,411,4943,256,7,10,246,2733,142,4,7,135,2325,282,6,29,253,987,589,398,523,214,164,65,13,8,0
2020-08-24,194430,116228,7113,714,422,3,7113,2903,1927,1196,485,346,256,5883,243,230,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,8,0,42652,1612,66,252,1360,20436,518,35,178,340,12197,457,14,28,429,4959,256,7,10,246,2735,138,4,7,131,2325,243,6,29,214,987,589,398,523,214,164,65,13,8,0
2020-08-25,195794,117078,7124,1364,850,11,7124,2906,1930,1197,485,347,259,5889,248,234,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,9,0,42976,1785,68,259,1526,20558,577,35,185,392,12307,530,17,29,501,4987,272,7,10,262,2775,167,4,7,160,2349,239,5,28,211,987,589,398,523,214,164,65,13,8,0
2020-08-26,197179,117791,7133,1385,713,9,7133,2906,1932,1201,485,349,260,5905,241,232,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,8,0,43198,1904,71,285,1619,20644,631,39,202,429,12365,565,16,35,530,5029,288,8,13,275,2790,180,4,6,174,2370,240,4,29,211,987,589,398,523,214,164,65,13,8,0
2020-08-27,199348,118825,7194,2169,1034,61,7194,2923,1933,1208,515,352,263,5924,283,275,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,7,0,43405,1959,76,296,1663,20713,654,43,206,448,12406,572,16,34,538,5070,278,7,14,264,2827,212,5,10,202,2389,243,5,32,211,987,589,398,523,214,164,65,13,8,0
2020-08-28,200877,119608,7211,1529,783,17,7211,2931,1933,1212,516,355,264,5933,291,282,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,7,0,43760,2145,78,319,1826,20842,699,40,220,479,12467,601,17,34,567,5095,290,7,14,276,2931,305,7,19,286,2425,250,7,32,218,987,589,398,523,214,164,65,13,8,0
2020-08-29,202668,120551,7223,1791,943,12,7223,2937,1936,1213,516,355,266,5940,296,285,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,1,0,0,0,0,0,0,0,0,0,2,7,0,43897,2137,75,321,1816,20898,719,40,222,497,12499,601,16,34,567,5100,282,6,14,268,2956,290,6,20,270,2444,245,7,31,214,987,589,398,523,214,164,65,13,8,0
2020-08-30,204089,121344,7238,1421,793,15,7238,2942,1936,1216,522,355,267,5949,302,289,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,1,0,0,0,0,0,0,0,0,0,2,9,0,43983,2101,77,311,1790,20923,707,40,209,498,12506,575,15,34,541,5132,301,8,16,285,2978,292,7,21,271,2444,226,7,31,195,987,589,398,523,214,164,65,13,8,0
2020-08-31,204808,121684,7240,719,340,2,7240,2943,1937,1216,522,355,267,5955,298,284,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,0,2,10,0,44145,2022,73,294,1728,20991,684,41,198,486,12542,549,13,32,517,5154,302,8,16,286,3012,306,8,21,285,2446,181,3,27,154,987,589,398,523,214,164,65,13,8,0
2020-09-01,206570,122724,7256,1762,1040,16,7256,2948,1940,1218,522,360,268,5960,309,294,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,14,1,0,0,0,0,0,0,0,0,0,3,10,0,44297,1977,51,277,1700,21043,640,18,182,458,12589,534,12,31,503,5180,312,10,16,296,3028,309,8,21,288,2457,182,3,27,155,987,589,398,523,214,164,65,13,8,0
2020-09-02,207827,123648,7273,1257,924,17,7273,2954,1942,1219,525,363,270,5966,320,305,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,14,1,0,0,0,0,0,0,0,0,0,3,10,0,44555,2118,52,285,1833,21148,693,18,190,503,12636,562,12,28,534,5238,353,12,16,337,3050,322,9,21,301,2483,188,3,30,158,987,589,398,523,214,164,65,13,8,0
2020-09-03,209592,124694,7294,1765,1046,21,7294,2958,1951,1219,529,366,271,5971,335,321,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,0,3,9,0,44768,2185,49,292,1893,21248,770,17,193,577,12680,531,9,28,503,5272,365,12,17,348,3057,314,9,21,293,2511,205,2,33,172,988,589,399,523,214,165,65,13,8,1
2020-09-04,211130,125411,7311,1538,717,17,7311,2965,1954,1223,529,369,271,5982,341,328,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,12,1,0,0,0,0,0,0,0,0,0,2,9,0,45065,2249,44,272,1977,21361,780,14,179,601,12777,571,10,29,542,5292,360,11,17,343,3081,314,7,21,293,2554,224,2,26,198,988,589,399,523,214,165,65,13,8,0
2020-09-05,212769,126276,7343,1639,865,32,7343,2981,1965,1225,530,370,272,5986,369,355,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,2,9,0,45206,2181,41,267,1914,21415,758,13,179,579,12823,583,10,28,555,5308,351,9,16,335,3090,283,7,18,265,2570,206,2,26,180,988,589,399,523,214,165,65,13,8,0
2020-09-06,214110,127083,7363,1341,807,20,7363,2992,1966,1228,530,375,272,5990,385,370,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,3,0,0,0,0,0,0,0,0,0,2,9,0,45289,2052,39,262,1790,21449,716,12,175,541,12847,580,9,28,552,5317,307,8,15,292,3096,259,8,18,241,2580,190,2,26,164,988,589,399,523,214,165,65,13,8,0
2020-09-07,214746,127431,7369,636,348,6,7369,2992,1969,1229,530,377,272,5994,387,370,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,16,4,0,0,0,0,0,0,0,0,0,2,10,0,45395,1995,34,260,1735,21499,716,11,169,547,12878,552,7,27,525,5321,296,8,16,280,3100,244,7,18,226,2597,187,1,30,157,988,589,399,523,214,165,65,13,8,0
2020-09-08,215962,128178,7384,1216,747,15,7384,2993,1973,1233,532,381,272,5999,397,380,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,16,4,0,0,0,0,0,0,0,0,0,2,10,0,45651,2089,35,258,1831,21606,741,11,169,572,12948,601,7,27,574,5353,304,9,17,287,3111,238,7,17,221,2633,205,0,28,177,988,589,399,523,214,165,65,13,8,0
2020-09-09,217465,129006,7403,1503,828,19,7403,2998,1975,1235,536,386,273,6005,410,394,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,14,2,0,0,0,0,0,0,0,0,0,3,9,0,45791,2066,33,262,1804,21642,704,11,171,533,13009,624,8,26,598,5369,312,9,17,295,3117,207,5,17,190,2654,219,0,31,188,988,589,399,523,214,165,65,13,8,0
2020-09-10,219106,129830,7443,1641,824,40,7443,3013,1979,1238,536,404,273,6015,439,426,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,5,0,45989,2082,37,280,1802,21726,740,12,178,562,13049,606,9,27,579,5387,298,9,17,281,3133,186,4,18,168,2694,252,3,40,212,989,589,400,523,214,165,66,13,8,1
2020-09-11,220614,130532,7484,1508,702,41,7484,3021,1980,1245,547,413,278,6029,466,451,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,13,5,0,0,0,0,0,0,0,0,0,2,6,0,45989,2082,37,280,1802,21821,738,13,173,565,13112,635,12,25,610,5419,309,10,16,293,3154,186,8,21,165,2780,314,4,39,275,989,589,400,523,214,165,66,13,8,0
2020-09-12,222457,131401,7511,1843,869,27,7511,3031,1984,1248,549,421,278,6036,486,472,14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,12,5,0,0,0,0,0,0,0,0,0,3,4,0,46497,2222,47,284,1938,21892,805,14,180,625,13173,605,12,26,579,5441,310,11,17,293,3166,160,7,12,148,2825,342,3,49,293,989,589,400,523,214,165,66,13,8,0
2020-09-13,224119,132323,7550,1662,922,39,7550,3050,1987,1253,550,429,281,6041,520,504,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,14,5,0,0,0,0,0,0,0,0,0,3,6,0,46602,2140,46,290,1850,21931,725,12,181,544,13187,618,14,26,592,5464,293,9,20,273,3180,162,8,12,150,2840,342,3,51,291,989,589,400,523,214,165,66,13,8,0
