data,tamponi_totali_test_effettuati,tamponi_totali_casi_diagnosticati,tamponi_totali_casi_positivi,tamponi_odierni_test_effettuati,tamponi_odierni_casi_diagnosticati,tamponi_odierni_casi_positivi,malati_totali_persone,malati_totali_provincia_pesaro_urbino,malati_totali_provincia_ancona,malati_totali_provincia_macerata,malati_totali_provincia_fermo,malati_totali_provincia_ascoli_piceno,malati_totali_provincia_extra_regione,malati_dimessi_guariti,malati_attivi_persone,malati_attivi_isolamento_domiciliare,malati_attivi_ricoverati_totali,malati_attivi_ricoverati_terapia_intensiva_totali,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_terapia_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_terapia_intensiva_strutture_Senigallia,malati_attivi_ricoverati_terapia_intensiva_strutture_Fermo,malati_attivi_ricoverati_terapia_intensiva_strutture_Civitanova,malati_attivi_ricoverati_terapia_intensiva_strutture_Jesi,malati_attivi_ricoverati_terapia_intensiva_strutture_Urbino,malati_attivi_ricoverati_terapia_intensiva_strutture_Camerino,malati_attivi_ricoverati_terapia_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_terapia_intensiva_strutture_Macerata,malati_attivi_ricoverati_terapia_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_semi_intensiva_totali,malati_attivi_ricoverati_semi_intensiva_strutture_Civitanova,malati_attivi_ricoverati_semi_intensiva_strutture_Camerino,malati_attivi_ricoverati_semi_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_semi_intensiva_strutture_Jesi,malati_attivi_ricoverati_semi_intensiva_strutture_Macerata,malati_attivi_ricoverati_semi_intensiva_strutture_Urbino,malati_attivi_ricoverati_semi_intensiva_strutture_Senigallia,malati_attivi_ricoverati_semi_intensiva_strutture_Fermo,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_semi_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_semi_intensiva_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_totali,malati_attivi_ricoverati_post_critica_strutture_Chiaravalle,malati_attivi_ricoverati_post_critica_strutture_Galantara,malati_attivi_ricoverati_post_critica_strutture_Fossombrone,malati_attivi_ricoverati_post_critica_strutture_Villa_Pini,malati_attivi_ricoverati_post_critica_strutture_RSA_Campofilone,malati_attivi_ricoverati_post_critica_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_post_critica_strutture_INRCA_Fermo,malati_attivi_ricoverati_post_critica_strutture_OspedaleDaCampo_Jesi,malati_attivi_ricoverati_non_intensiva_totali,malati_attivi_ricoverati_non_intensiva_strutture_Fermo,malati_attivi_ricoverati_non_intensiva_strutture_Jesi,malati_attivi_ricoverati_non_intensiva_strutture_Urbino,malati_attivi_ricoverati_non_intensiva_strutture_Macerata,malati_attivi_ricoverati_non_intensiva_strutture_Senigallia,malati_attivi_ricoverati_non_intensiva_strutture_Fabriano,malati_attivi_ricoverati_non_intensiva_strutture_Camerino,malati_attivi_ricoverati_non_intensiva_strutture_Civitanova,malati_attivi_ricoverati_non_intensiva_strutture_San_Benedetto_dT,malati_attivi_ricoverati_non_intensiva_strutture_INRCA_Ancona,malati_attivi_ricoverati_non_intensiva_strutture_AO_Marche_Nord,malati_attivi_ricoverati_non_intensiva_strutture_AO_Ancona_Torrette,malati_attivi_ricoverati_non_intensiva_strutture_Villa_Pini,malati_quarantena_domiciliare_totali,malati_quarantena_domiciliare_attivi_totali,malati_quarantena_domiciliare_attivi_operatori_sanitari,malati_quarantena_domiciliare_attivi_sintomatici,malati_quarantena_domiciliare_attivi_asintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_totali,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_sintomatici,malati_quarantena_domiciliare_provincia_pesaro_urbino_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ancona_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_totali,malati_quarantena_domiciliare_provincia_ancona_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ancona_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ancona_attivi_asintomatici,malati_quarantena_domiciliare_provincia_macerata_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_totali,malati_quarantena_domiciliare_provincia_macerata_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_macerata_attivi_sintomatici,malati_quarantena_domiciliare_provincia_macerata_attivi_asintomatici,malati_quarantena_domiciliare_provincia_fermo_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_totali,malati_quarantena_domiciliare_provincia_fermo_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_fermo_attivi_sintomatici,malati_quarantena_domiciliare_provincia_fermo_attivi_asintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_totali,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_operatori_sanitari,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_sintomatici,malati_quarantena_domiciliare_provincia_ascoli_piceno_attivi_asintomatici,decessi_totali_decessi,decessi_totali_sesso_maschio,decessi_totali_sesso_femmina,decessi_totali_provincia_pesaro_urbino,decessi_totali_provincia_ancona,decessi_totali_provincia_macerata,decessi_totali_provincia_fermo,decessi_totali_provincia_ascoli_piceno,decessi_totali_provincia_extra_regione,decessi_odierni_decessi
2020-10-31,320766,187640,14121,3195,1728,502,14121,3720,4005,2789,1429,1672,506,6997,6105,5783,322,47,10,18,0,1,3,2,0,0,9,0,4,72,10,0,9,6,0,0,3,12,23,9,0,103,47,38,0,0,18,0,0,0,203,20,28,0,26,11,4,0,9,21,12,17,55,0,75311,11192,444,958,10234,29251,4358,255,234,4124,22316,1557,46,193,1364,10865,2741,83,253,2488,6527,1352,26,112,1240,6352,1184,34,166,1018,1021,605,416,526,220,166,69,31,9,2
2020-11-01,323790,189574,14804,3024,1934,683,14804,3785,4182,2965,1589,1754,529,7060,6723,6354,369,42,10,19,0,0,4,4,0,0,5,0,0,96,10,0,18,8,0,0,3,12,27,18,0,105,20,38,0,0,47,0,0,0,231,32,26,1,32,19,2,0,8,19,14,19,59,0,75977,11359,451,1304,10055,29317,4479,262,392,4087,22638,1488,44,287,1201,11036,2840,82,297,2543,6605,1372,28,141,1231,6381,1180,35,187,993,1025,607,418,527,221,166,70,32,9,4
2020-11-02,325563,190758,15177,1773,1184,373,15177,3843,4334,3040,1639,1779,542,7110,7042,6658,384,50,11,19,0,1,4,4,0,0,11,0,0,98,10,0,16,8,0,0,3,12,29,20,0,99,16,36,0,0,47,0,0,0,236,32,26,0,35,16,2,0,6,20,17,23,59,0,76349,10939,443,1328,9611,29364,4386,258,400,3986,22818,1383,43,310,1073,11139,2795,80,292,2503,6636,1246,28,143,1103,6392,1129,34,183,946,1031,609,422,528,223,168,70,33,9,6
2020-11-03,328103,192435,15608,2540,1677,431,15608,3891,4463,3149,1650,1897,558,7160,7417,6990,427,53,12,18,0,1,5,5,0,0,12,0,0,119,9,0,18,7,0,0,3,29,32,21,0,102,17,38,0,0,47,0,0,0,255,17,28,1,56,18,2,0,8,27,19,23,56,0,78899,12555,487,1520,11035,29732,1657,50,405,1252,23788,5076,284,490,4586,11668,3087,96,287,2800,6949,1428,24,157,1271,6762,1307,33,181,1126,1032,609,423,528,223,168,70,34,9,1
2020-11-04,331756,194702,16261,3653,2267,653,16261,3940,4683,3284,1742,2027,585,7231,7998,7546,452,54,12,19,0,1,5,5,0,0,12,0,0,110,9,0,25,7,0,0,3,29,16,21,0,107,19,41,0,0,47,0,0,0,288,20,26,2,55,19,7,0,8,25,22,45,59,0,80801,13436,534,1698,11738,30017,1804,66,508,1296,24590,5386,317,524,4862,12090,3251,96,296,2955,7089,1417,22,173,1244,7015,1578,33,197,1381,1034,610,424,529,224,168,70,34,9,2
2020-11-05,335105,197050,16959,3349,2348,698,16959,4019,4895,3385,1873,2184,603,7231,8627,8150,477,56,13,18,0,0,8,6,0,0,11,0,0,137,11,0,21,11,0,0,4,23,38,29,0,107,18,42,0,0,47,0,0,0,284,29,28,1,53,22,10,1,5,37,25,24,49,0,82941,14314,591,1886,12428,30420,1933,86,576,1357,25393,5705,351,584,5121,12587,3578,99,310,3268,7233,1473,23,210,1263,7308,1625,32,206,1419,1037,613,424,529,225,168,70,36,9,3
2020-11-06,338947,199235,17656,3842,2185,697,17656,4070,5113,3494,1965,2387,627,7379,9240,8736,504,60,15,19,0,0,8,7,0,0,11,0,0,130,14,0,10,12,0,0,0,30,37,27,0,112,18,47,0,0,47,0,0,0,314,25,34,2,51,26,11,0,8,57,24,29,47,0,84922,15306,598,2033,13273,30653,1973,77,608,1365,26035,5978,360,681,5297,12984,3783,101,314,3469,7432,1624,25,218,1406,7818,1948,35,212,1736,1045,616,429,530,227,168,72,39,9,8
2020-11-07,342550,201310,18287,3603,2075,631,18287,4123,5349,3611,2101,2451,652,7415,9827,9306,521,67,16,19,0,4,9,7,0,0,12,0,0,145,14,0,21,12,0,0,6,31,34,27,0,116,19,49,0,0,48,0,0,0,309,26,39,2,55,23,8,0,7,48,31,22,48,0,86329,15581,590,2068,13513,30771,1870,80,599,1271,26639,6312,347,716,5596,13320,3706,103,315,3391,7651,1689,24,219,1470,7948,2004,36,219,1785,1050,620,430,530,229,168,74,40,9,5
2020-11-08,345496,202915,18789,2946,1605,502,18789,4165,5544,3741,2183,2503,653,7498,10241,9679,562,69,15,19,0,4,11,7,0,0,13,0,0,147,14,0,15,12,0,0,6,31,39,30,0,119,22,49,0,0,48,0,0,0,346,28,44,5,56,24,8,1,11,61,32,27,49,0,87513,15988,554,2175,13813,27042,1916,283,644,1272,30908,6331,99,776,5555,13631,3779,106,308,3471,7676,1677,25,218,1459,8256,2285,41,229,2056,1057,625,432,530,230,171,75,42,9,7
2020-11-09,346762,203665,19051,1266,750,262,19051,4173,5692,3792,2203,2537,654,7543,10451,9861,590,71,16,19,0,4,12,7,0,0,13,0,0,147,16,0,15,12,0,0,3,32,40,29,0,116,22,46,0,0,48,0,0,0,372,26,50,6,53,25,10,2,15,62,30,32,61,0,88908,16278,560,2296,13982,31129,1949,97,706,1243,27494,6382,283,838,5544,13975,3858,115,313,3545,7786,1633,23,211,1422,8524,2456,42,228,2228,1067,630,437,531,235,172,76,44,9,10
2020-11-10,349370,205090,19555,2608,1425,504,19555,4243,5794,3926,2243,2678,671,7599,10889,10289,600,75,17,19,0,5,13,7,0,0,14,0,0,149,17,0,14,11,0,0,5,32,40,30,0,125,29,48,0,0,48,0,0,0,376,25,52,7,53,26,10,1,18,62,31,29,62,0,90370,16641,531,2409,14232,31306,1947,74,734,1213,27968,6471,276,912,5559,14417,4064,118,318,3746,7965,1643,21,209,1434,8714,2516,42,236,2280,1077,633,444,532,238,174,76,48,9,10
2020-11-11,353026,207157,20257,3656,2067,702,20257,4329,5971,4080,2325,2860,692,7666,11514,10904,610,74,17,19,0,6,14,6,0,0,12,0,0,127,16,0,17,12,0,0,5,15,42,20,0,123,26,49,0,0,48,0,0,0,409,40,54,7,58,26,11,1,19,60,33,27,73,0,91649,16880,538,2438,14442,31453,1968,76,768,1200,28394,6502,277,948,5554,14826,4290,121,308,3982,8076,1633,20,193,1440,8900,2487,44,221,2266,1083,637,446,533,239,176,77,49,9,6
2020-11-12,357212,209704,21090,4186,2547,833,21090,4382,6269,4295,2455,2961,728,7801,12212,11602,610,74,17,19,0,6,13,7,0,0,12,0,0,128,19,0,15,12,0,0,3,15,43,21,0,127,30,49,0,0,48,0,0,0,408,42,56,9,56,28,10,1,20,57,37,25,67,0,93891,17554,557,2601,14953,31723,2092,87,806,1286,29232,6607,272,1040,5567,15416,4506,130,314,4192,8400,1790,24,214,1576,9120,2559,44,227,2332,1094,642,452,534,242,180,77,52,9,11
2020-11-13,360800,211777,21830,3588,2073,740,21830,4476,6462,4542,2582,3037,731,7902,12834,12201,633,74,18,16,0,7,14,7,0,0,12,0,0,127,21,0,12,12,0,0,2,15,44,21,0,131,32,51,0,0,48,0,0,0,432,42,59,9,71,29,12,1,19,64,36,29,61,0,95522,17394,580,2736,14658,31990,2155,93,843,1312,29723,6483,284,1141,5342,15889,4475,133,321,4154,8549,1707,27,215,1492,9371,2574,43,216,2358,1102,645,457,535,244,182,78,54,9,8
2020-11-14,365075,214152,22609,4275,2375,779,22609,4580,6734,4789,2684,3090,732,8088,13334,12776,558,74,18,16,0,7,14,6,0,0,13,0,0,142,28,0,14,12,8,0,0,15,44,21,0,152,33,51,0,0,68,0,0,0,427,43,59,10,61,31,12,1,14,65,36,29,66,0,97063,17403,578,2750,14653,32113,2094,88,840,1254,30271,6385,281,1172,5213,16370,4539,137,314,4225,8770,1754,25,211,1543,9539,2631,47,213,2418,1111,652,459,537,246,183,79,57,9,9
2020-11-15,368894,216441,23316,3819,2289,707,23316,4734,6915,5013,2767,3149,738,8156,14049,13489,560,77,17,19,0,7,14,6,0,0,14,0,0,143,28,0,15,12,8,0,1,15,43,21,0,152,33,51,0,0,68,0,0,0,422,47,52,8,64,29,10,1,17,63,35,28,68,0,98247,17895,582,2811,15084,32277,2086,106,834,1252,30802,6647,273,1246,5401,16698,4690,135,308,4382,8851,1805,24,212,1593,9619,2667,44,211,2456,1119,656,463,539,248,185,80,58,9,8
2020-11-16,370514,217369,23598,1620,928,282,23598,4756,7048,5073,2791,3184,746,8268,14211,13634,577,78,17,19,0,7,14,7,0,0,14,0,0,136,28,1,14,12,8,0,1,12,40,20,0,155,33,54,0,0,68,0,0,0,449,49,54,10,59,28,11,0,20,68,36,42,72,0,99675,18346,604,3013,15333,32667,2297,103,962,1335,31376,6795,290,1296,5499,17000,4770,142,313,4457,8918,1814,28,219,1595,9714,2670,41,223,2447,1130,660,470,541,252,187,80,60,10,11
2020-11-17,372822,218598,23955,2308,1229,357,23955,4824,7125,5188,2815,3233,770,8314,14511,13908,603,78,18,19,0,7,14,6,0,0,14,0,0,138,28,0,16,12,8,0,1,12,40,21,0,155,34,53,0,0,68,0,0,0,457,47,50,11,58,29,11,0,26,61,44,43,77,0,100989,18058,597,3006,15052,32897,2259,93,962,1297,31780,6509,293,1310,5199,17350,4795,141,309,4486,9024,1780,29,202,1578,9938,2715,41,223,2492,1139,666,473,542,254,187,81,65,10,9
2020-11-18,377624,220387,24434,4802,1789,479,24434,4906,7259,5335,2881,3278,775,8542,14753,14147,606,79,17,20,0,7,14,7,0,0,14,0,0,136,28,0,15,12,8,0,3,12,40,18,0,159,34,53,4,0,68,0,0,0,465,49,53,9,59,27,8,3,32,63,40,43,79,0,103204,18296,635,3174,15122,33401,2518,116,1047,1471,32387,6393,290,1365,5028,17903,4881,150,311,4570,9259,1815,35,209,1606,10254,2689,44,242,2447,1150,672,478,543,256,189,81,71,10,11
2020-11-19,381419,222600,25101,3795,2213,667,25101,5074,7472,5487,2959,3329,780,9095,14856,14252,604,78,17,19,0,7,14,8,0,0,13,0,0,139,28,0,15,12,8,0,3,12,43,18,0,157,34,55,4,0,64,0,0,0,458,46,53,7,56,24,7,4,36,62,43,50,70,0,104250,18324,630,3260,15064,33565,2563,117,1061,1502,32832,6433,286,1422,5011,18139,4886,152,317,4569,9388,1813,35,216,1597,10326,2629,40,244,2385,1161,677,484,543,260,192,83,73,10,11
2020-11-20,384786,224325,25613,3367,1725,512,25613,5187,7617,5645,3005,3376,783,9475,14977,14354,623,81,17,21,0,7,14,9,0,0,13,0,0,137,28,0,13,12,8,0,2,12,43,19,0,152,29,55,4,0,64,0,0,0,479,48,61,9,57,24,6,4,37,66,46,51,70,0,106087,18258,623,3338,14920,33931,2726,132,1082,1644,33442,6398,276,1443,4955,18608,4820,139,319,4501,9532,1756,30,234,1522,10574,2558,46,260,2298,1168,681,487,544,261,195,84,74,10,7
2020-11-21,387818,225892,26065,3032,1567,452,26065,5259,7780,5776,3052,3414,784,9775,15122,14492,630,86,17,20,0,7,19,10,0,0,13,0,0,139,28,0,15,12,8,0,1,12,43,20,0,186,29,93,17,0,44,0,3,0,468,45,62,5,51,28,5,2,30,65,47,55,73,0,107891,18482,632,3462,15020,34352,2926,135,1149,1777,33972,6371,280,1490,4881,19022,4742,136,321,4421,9742,1847,29,238,1609,10803,2596,52,264,2332,1180,688,492,546,263,201,84,76,10,12
2020-11-22,391100,227685,26594,3282,1793,529,26594,5344,7919,5937,3107,3470,817,10047,15367,14737,630,88,17,19,0,7,21,11,0,0,13,0,0,137,28,0,11,12,8,0,1,12,45,20,0,193,29,93,24,0,44,0,3,0,457,48,61,6,51,28,5,3,27,65,46,45,72,0,109123,18871,620,3579,15292,34534,2982,119,1212,1770,34458,6458,286,1541,4917,19321,4860,136,311,4549,9855,1922,29,248,1674,10955,2649,50,267,2382,1188,694,494,546,266,202,85,79,10,8
2020-11-23,392339,228318,26755,1239,633,161,26755,5372,8009,5949,3123,3484,818,10105,15462,14822,640,90,17,19,0,7,21,11,0,0,15,0,0,140,28,0,10,10,8,0,7,12,45,20,0,193,29,90,26,0,44,0,4,0,473,45,66,6,54,23,6,5,30,69,46,46,77,0,109569,18321,622,3559,14762,34518,2931,134,1190,1741,34754,6253,276,1533,4720,19432,4715,137,316,4399,9881,1855,29,252,1603,10984,2567,46,268,2299,1201,701,500,549,268,204,89,81,10,13
2020-11-24,394593,229538,27106,2254,1220,351,27106,5455,8096,6041,3136,3537,841,10188,15717,15073,644,89,17,19,0,7,21,11,0,0,14,0,0,137,28,0,11,9,8,0,7,12,44,18,0,202,31,101,26,0,44,0,0,0,473,50,64,4,57,24,9,5,25,72,47,43,73,0,111486,18338,638,3670,14668,35103,3166,145,1239,1927,35135,6084,279,1556,4528,19914,4660,140,312,4348,10086,1822,28,278,1544,11248,2606,46,285,2321,1211,707,504,551,270,207,90,83,10,10
2020-11-25,398356,231259,27554,3763,1721,448,27554,5536,8203,6165,3184,3600,866,10312,16031,15359,672,94,18,19,0,9,21,13,0,0,14,0,0,149,28,0,17,10,8,0,10,12,44,20,0,200,31,99,26,0,44,0,0,0,464,47,64,6,48,21,9,12,25,70,49,45,68,0,112966,17909,680,3787,14122,35409,3309,162,1291,2018,35563,5807,301,1579,4228,20362,4481,140,321,4160,10157,1722,25,289,1433,11475,2590,52,307,2283,1221,713,508,552,272,210,92,85,10,10
2020-11-26,401261,233374,28073,2905,2115,519,28073,5638,8313,6313,3244,3678,887,10443,16409,15733,676,90,17,19,0,8,21,13,0,0,12,0,0,150,28,0,17,12,8,0,10,12,44,19,0,200,32,98,26,0,44,0,0,0,478,50,60,6,45,21,12,18,23,70,49,55,69,0,114358,17647,644,3825,13822,35702,3237,139,1274,1963,35907,5671,290,1612,4059,20745,4498,135,315,4183,10318,1697,22,299,1398,11686,2544,58,325,2219,1230,715,515,553,273,211,95,88,10,9
2020-11-27,403262,235330,28563,2001,1956,490,28563,5741,8427,6412,3302,3750,931,10490,16843,16188,655,91,18,19,0,7,21,13,0,0,13,0,0,147,28,0,15,12,8,0,10,12,42,20,0,206,32,104,26,0,44,0,0,0,454,49,62,7,45,18,4,17,23,68,49,49,63,0,115708,17241,626,3771,13470,35983,3260,148,1279,1981,36228,5390,263,1563,3827,21109,4342,135,304,4038,10414,1618,18,290,1328,11974,2631,62,335,2296,1242,722,520,554,276,216,96,90,10,12
2020-11-28,406233,236940,29036,2971,1610,473,29036,5806,8546,6555,3353,3818,958,10551,17243,16587,656,85,17,16,0,7,20,14,0,0,11,0,0,142,28,0,13,12,8,0,9,12,41,19,0,208,31,107,26,0,44,0,0,0,468,50,65,9,46,21,2,16,20,73,49,50,67,0,116728,16806,616,3783,13023,36236,3285,155,1317,1968,36496,5251,257,1545,3706,21350,4166,123,303,3863,10502,1517,18,271,1246,12144,2587,63,347,2240,1255,731,524,559,279,218,96,93,10,13
2020-11-29,409684,238861,29554,3451,1921,518,29554,5963,8643,6677,3409,3888,974,10603,17696,17013,683,85,17,17,0,7,21,13,0,0,10,0,0,146,28,0,18,12,8,0,9,12,42,17,0,209,32,107,26,0,44,0,0,0,483,49,68,5,48,22,2,16,21,73,48,72,59,0,117657,16994,621,3798,13196,36470,3393,167,1343,2050,36809,5279,250,1537,3742,21467,4126,123,308,3818,10672,1592,16,256,1336,12239,2604,65,354,2250,1264,737,527,564,279,220,96,95,10,9
2020-11-30,411597,239816,29806,1913,955,252,29806,6094,8723,6694,3417,3895,983,10626,17916,17244,672,87,19,18,0,6,20,13,0,0,11,0,0,150,28,0,18,11,8,0,10,12,43,20,0,216,34,112,26,0,44,0,0,0,463,49,61,6,43,17,0,17,19,68,50,73,60,0,117993,16118,607,3717,12401,36545,3138,160,1283,1855,36975,5151,252,1536,3615,21486,3930,122,301,3629,10724,1514,16,257,1257,12263,2385,57,340,2045,1276,745,531,565,284,221,98,98,10,12
2020-12-01,413946,241029,30143,2349,1213,337,30143,6187,8774,6720,3423,4046,993,10663,18204,17532,672,86,18,19,0,5,20,13,0,0,11,0,0,145,28,0,18,12,8,0,6,12,43,18,0,230,33,113,26,0,44,14,0,0,459,48,60,1,43,23,1,16,14,68,49,76,60,0,117993,16024,586,3622,12402,36545,3159,159,1266,1893,36975,5093,238,1481,3612,21486,3897,122,297,3600,10724,1490,14,245,1245,12263,2385,53,333,2052,1289,751,538,569,286,224,99,100,11,13
2020-12-02,417126,242628,30564,3180,1599,421,30564,6295,8874,6818,3480,4096,1001,10706,18569,17919,650,85,18,18,0,4,21,13,0,0,11,0,0,153,28,0,20,12,8,0,9,12,44,20,0,230,30,112,26,0,44,18,0,0,436,45,61,1,43,14,0,16,16,59,47,76,58,0,120620,15564,590,3605,11959,37104,3258,160,1307,1951,37508,4724,230,1417,3307,22318,3723,126,300,3423,11039,1449,14,223,1226,12651,2410,60,358,2052,1298,756,542,570,291,226,99,101,11,9
2020-12-03,420304,244290,31040,3178,1662,476,31040,6419,8975,6921,3547,4161,1017,10793,18949,18335,614,88,19,21,0,4,20,13,0,0,11,0,0,148,28,0,20,12,8,0,5,12,45,18,0,251,31,126,26,0,50,18,0,0,406,46,56,5,40,13,0,16,20,59,45,52,54,0,121925,15149,554,3516,11633,37413,3277,163,1273,2004,37773,4517,181,1371,3146,22628,3604,138,313,3291,11256,1476,20,217,1259,12855,2275,52,342,1933,1305,760,545,573,295,226,99,101,11,7
2020-12-04,425121,247137,31532,4817,2847,492,31532,6524,9067,7088,3617,4209,1027,10866,19361,18756,605,87,18,20,0,4,21,13,0,0,11,0,0,142,28,0,17,11,8,0,6,10,45,17,0,258,32,123,26,0,57,20,0,0,409,47,53,3,52,15,0,16,20,56,46,50,51,0,123090,14555,546,3492,11063,37667,3231,162,1279,1952,38018,4310,168,1319,2991,22965,3405,144,308,3097,11361,1402,20,232,1170,13079,2207,52,354,1853,1314,766,548,576,297,229,100,101,11,9
2020-12-05,429447,250652,31950,4326,3515,418,31950,6619,9160,7179,3677,4269,1046,10938,19698,19108,590,84,18,19,0,5,19,12,0,0,11,0,0,133,28,0,14,7,8,0,5,10,44,17,0,264,29,129,26,0,57,23,0,0,393,48,51,2,42,17,0,16,19,55,43,47,53,0,124269,14402,548,3493,10909,37951,3234,162,1285,1949,38265,4204,161,1319,2885,23309,3350,149,294,3056,11494,1407,22,235,1172,13250,2207,54,360,1847,1327,774,553,579,302,231,100,104,11,13
2020-12-06,433239,253076,32393,3792,2424,443,32393,6711,9275,7261,3740,4326,1080,11008,20058,19458,600,82,18,19,0,5,19,12,0,0,9,0,0,138,28,0,12,9,8,0,5,12,45,19,0,264,29,129,26,0,56,24,0,0,407,53,48,3,45,19,0,16,20,54,44,48,57,0,125212,14499,535,3449,11050,38260,3304,153,1258,2046,38529,4266,161,1296,2970,23485,3295,144,291,3004,11628,1432,22,229,1203,13310,2202,55,375,1827,1337,781,556,583,303,233,100,106,12,10
2020-12-07,434639,254011,32538,1400,935,145,32538,6765,9332,7280,3744,4334,1083,17153,14048,13448,600,82,17,19,0,5,17,13,0,0,11,0,0,134,28,0,13,9,8,0,0,12,44,20,0,262,27,129,26,0,56,24,0,0,408,54,49,2,42,21,0,17,18,51,42,53,59,0,125520,13903,517,3470,10433,38375,3200,146,1270,1930,38676,4255,160,1325,2930,23505,3045,136,289,2756,11636,1293,22,222,1071,13328,2110,53,364,1746,1355,792,563,590,307,235,103,108,12,18
2020-12-08,438149,256131,32831,3510,2120,293,32831,6854,9394,7327,3760,4402,1094,17655,13821,13220,601,87,18,18,0,5,19,13,0,0,14,0,0,144,28,0,16,11,8,0,5,12,43,21,0,258,27,123,26,0,56,26,0,0,397,56,46,2,43,15,0,18,19,47,41,54,56,0,127380,13813,476,3401,10412,38770,3352,142,1290,2062,39663,4276,160,1266,3010,23770,2947,117,269,2678,11741,1228,27,228,1000,13436,2010,30,348,1662,1364,798,566,592,310,237,105,108,12,9
2020-12-09,440236,257377,33060,2087,1246,229,33060,6937,9470,7365,3764,4422,1102,18179,13517,12914,603,85,18,17,0,5,19,12,0,0,14,0,0,140,28,0,12,11,8,0,5,12,43,21,0,260,27,125,26,0,56,26,0,0,404,57,45,4,44,14,0,18,19,49,44,50,60,0,127100,13449,486,3353,10096,38913,3353,148,1301,2052,39207,4126,155,1221,2905,23781,2878,111,266,2612,11745,1130,27,223,907,13454,1962,45,342,1620,1373,801,572,594,312,238,106,111,12,9
2020-12-10,443307,259267,33383,3071,1890,323,33383,7084,9491,7428,3801,4469,1110,18791,13219,12632,587,86,18,17,0,5,20,13,0,0,13,0,0,139,28,0,12,11,8,0,4,12,44,20,0,267,27,125,26,0,62,27,0,0,391,57,43,4,42,11,0,17,21,48,37,51,60,0,128262,13545,502,3397,10148,39218,3503,165,1372,2131,39393,3954,150,1195,2759,24132,3055,115,283,2772,11895,1140,27,231,909,13624,1893,45,316,1577,1379,805,574,597,314,239,106,111,12,6
2020-12-11,448004,262113,33866,4697,2846,483,33866,7226,9580,7546,3868,4511,1135,19574,12913,12337,576,86,17,18,0,6,21,12,0,0,12,0,0,139,28,0,14,11,8,0,3,12,43,20,0,269,30,122,26,0,62,29,0,0,383,60,39,7,43,12,0,15,16,44,34,55,58,0,129507,13293,485,3421,9872,39548,3501,161,1421,2080,39564,3773,148,1158,2615,24498,3020,103,263,2757,12121,1199,26,248,951,13776,1800,47,331,1469,1390,808,582,601,317,241,107,112,12,11
2020-12-12,452143,264878,34317,4139,2765,451,34317,7324,9675,7633,3936,4601,1148,20324,12603,12030,573,86,17,18,0,7,20,12,0,0,12,0,0,138,28,0,13,10,8,0,4,12,43,20,0,263,29,114,26,0,64,30,0,0,367,58,40,3,43,17,0,14,14,45,30,49,54,0,130717,13411,484,3391,10020,39804,3416,161,1414,2002,39793,3756,144,1158,2598,24835,3088,103,252,2836,12280,1266,25,237,1029,14005,1885,51,330,1555,1404,814,590,607,319,244,109,113,12,14
2020-12-13,456349,267405,34798,4206,2527,481,34798,7444,9794,7736,4000,4643,1181,21100,12294,11737,557,81,16,17,0,6,18,12,0,0,12,0,0,136,28,0,13,10,7,0,3,12,42,21,0,269,29,114,26,0,69,31,0,0,373,62,36,2,41,21,0,14,16,47,28,54,52,0,131546,13622,494,3358,10264,39988,3464,179,1438,2026,40170,3918,141,1135,2783,24957,3058,98,227,2831,12353,1271,26,224,1047,14078,1911,50,334,1577,1414,817,597,611,321,246,109,114,13,10
